C,SF,FA,SL,MK,Fine_Agg,Coarse_Agg,W,SP,L,D,Fiber_Volume_pct,CS,W_C_ratio,Total_Binder,Total_Fiber,SF_C_ratio,W_Binder_ratio,Fiber_Aspect_Ratio
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,40.0,0.62,0.4968152866242038,67.4,0.34999999922222225,450.0,0.4968152866242038,0.0,0.34999999922222225,64.51602497415327
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,40.0,0.62,0.9936305732484076,72.3,0.34999999922222225,450.0,0.9936305732484076,0.0,0.34999999922222225,64.51602497415327
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,40.0,0.62,1.4904458598726114,75.9,0.34999999922222225,450.0,1.4904458598726114,0.0,0.34999999922222225,64.51602497415327
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,50.0,0.62,0.4968152866242038,73.8,0.34999999922222225,450.0,0.4968152866242038,0.0,0.34999999922222225,80.64503121769158
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,50.0,0.62,0.9936305732484076,76.4,0.34999999922222225,450.0,0.9936305732484076,0.0,0.34999999922222225,80.64503121769158
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,50.0,0.62,1.4904458598726114,77.3,0.34999999922222225,450.0,1.4904458598726114,0.0,0.34999999922222225,80.64503121769158
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,60.0,0.75,0.4968152866242038,68.0,0.34999999922222225,450.0,0.4968152866242038,0.0,0.34999999922222225,79.99989333347555
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,60.0,0.75,0.9936305732484076,70.6,0.34999999922222225,450.0,0.9936305732484076,0.0,0.34999999922222225,79.99989333347555
450.0,0.0,0.0,0.0,0.0,715.5,1053.0,157.5,0.675,60.0,0.75,1.4904458598726114,85.5,0.34999999922222225,450.0,1.4904458598726114,0.0,0.34999999922222225,79.99989333347555
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,0.0,0.0,0.0,87.5,0.24999999954545454,550.0,0.0,0.0,0.24999999954545454,0.0
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,40.0,0.62,0.4968152866242038,90.3,0.24999999954545454,550.0,0.4968152866242038,0.0,0.24999999954545454,64.51602497415327
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,40.0,0.62,0.9936305732484076,92.7,0.24999999954545454,550.0,0.9936305732484076,0.0,0.24999999954545454,64.51602497415327
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,40.0,0.62,1.4904458598726114,87.0,0.24999999954545454,550.0,1.4904458598726114,0.0,0.24999999954545454,64.51602497415327
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,50.0,0.62,0.4968152866242038,90.7,0.24999999954545454,550.0,0.4968152866242038,0.0,0.24999999954545454,80.64503121769158
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,50.0,0.62,0.9936305732484076,93.0,0.24999999954545454,550.0,0.9936305732484076,0.0,0.24999999954545454,80.64503121769158
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,50.0,0.62,1.4904458598726114,86.6,0.24999999954545454,550.0,1.4904458598726114,0.0,0.24999999954545454,80.64503121769158
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,60.0,0.75,0.4968152866242038,91.6,0.24999999954545454,550.0,0.4968152866242038,0.0,0.24999999954545454,79.99989333347555
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,60.0,0.75,0.9936305732484076,93.8,0.24999999954545454,550.0,0.9936305732484076,0.0,0.24999999954545454,79.99989333347555
550.0,0.0,0.0,0.0,0.0,682.0,1050.5,137.5,1.375,60.0,0.75,1.4904458598726114,78.6,0.24999999954545454,550.0,1.4904458598726114,0.0,0.24999999954545454,79.99989333347555
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,0.0,0.0,0.0,47.53,0.4199999989928057,417.0,0.0,0.0,0.4199999989928057,0.0
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,12.0,0.2,0.5031847133757962,49.35,0.4199999989928057,417.0,0.5031847133757962,0.0,0.4199999989928057,59.99970000149999
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,12.0,0.2,1.0063694267515924,51.44,0.4199999989928057,417.0,1.0063694267515924,0.0,0.4199999989928057,59.99970000149999
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,12.0,0.2,1.5095541401273886,53.21,0.4199999989928057,417.0,1.5095541401273886,0.0,0.4199999989928057,59.99970000149999
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,12.0,0.2,2.0127388535031847,52.25,0.4199999989928057,417.0,2.0127388535031847,0.0,0.4199999989928057,59.99970000149999
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,30.0,0.5,0.5031847133757962,50.76,0.4199999989928057,417.0,0.5031847133757962,0.0,0.4199999989928057,59.99988000024
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,30.0,0.5,1.0063694267515924,51.92,0.4199999989928057,417.0,1.0063694267515924,0.0,0.4199999989928057,59.99988000024
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,30.0,0.5,1.5095541401273886,53.65,0.4199999989928057,417.0,1.5095541401273886,0.0,0.4199999989928057,59.99988000024
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,30.0,0.5,2.0127388535031847,53.05,0.4199999989928057,417.0,2.0127388535031847,0.0,0.4199999989928057,59.99988000024
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,45.0,0.75,0.5031847133757962,50.09,0.4199999989928057,417.0,0.5031847133757962,0.0,0.4199999989928057,59.99992000010666
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,45.0,0.75,1.0063694267515924,51.75,0.4199999989928057,417.0,1.0063694267515924,0.0,0.4199999989928057,59.99992000010666
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,45.0,0.75,1.5095541401273886,52.91,0.4199999989928057,417.0,1.5095541401273886,0.0,0.4199999989928057,59.99992000010666
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,45.0,0.75,2.0127388535031847,52.92,0.4199999989928057,417.0,2.0127388535031847,0.0,0.4199999989928057,59.99992000010666
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,30.0,0.75,1.5095541401273886,52.64,0.4199999989928057,417.0,1.5095541401273886,0.0,0.4199999989928057,39.99994666673778
417.0,0.0,0.0,0.0,0.0,725.58,1084.2,175.14,4.2,60.0,0.75,1.5095541401273886,52.75,0.4199999989928057,417.0,1.5095541401273886,0.0,0.4199999989928057,79.99989333347555
437.77,0.0,0.0,0.0,0.0,639.48,1130.04,197.1,0.0,0.0,0.0,0.0,42.88,0.45023642449177326,437.77,0.0,0.0,0.45023642449177326,0.0
437.77,0.0,0.0,0.0,0.0,639.48,1130.04,201.48,0.0,30.0,0.5,1.0,47.03,0.4602416783693682,437.77,1.0,0.0,0.4602416783693682,59.99988000024
437.77,0.0,0.0,0.0,0.0,639.48,1130.04,205.86,0.0,30.0,0.5,2.0,49.48,0.47024693224696323,437.77,2.0,0.0,0.47024693224696323,59.99988000024
437.77,0.0,0.0,0.0,0.0,639.48,1130.04,210.24,0.0,30.0,0.5,3.0,45.33,0.48025218612455817,437.77,3.0,0.0,0.48025218612455817,59.99988000024
200.0,0.0,0.0,0.0,0.0,1002.0,798.0,88.0,7.87,30.0,0.69,1.4923566878980892,47.3,0.43999999780000004,200.0,1.4923566878980892,0.0,0.43999999780000004,43.478197857684265
200.0,0.0,0.0,0.0,0.0,1002.0,798.0,88.0,9.68,30.0,0.69,2.4872611464968157,49.2,0.43999999780000004,200.0,2.4872611464968157,0.0,0.43999999780000004,43.478197857684265
200.0,0.0,0.0,0.0,0.0,1002.0,798.0,88.0,16.94,30.0,0.69,3.979617834394906,53.3,0.43999999780000004,200.0,3.979617834394906,0.0,0.43999999780000004,43.478197857684265
460.0,0.0,0.0,0.0,0.0,777.4,947.6,170.2,6.6,0.0,0.0,0.0,43.4,0.36999999919565213,460.0,0.0,0.0,0.36999999919565213,0.0
460.0,0.0,0.0,0.0,0.0,777.4,947.6,170.2,6.6,35.0,0.5499685732243872,0.2547770700636942,46.2,0.36999999919565213,460.0,0.2547770700636942,0.0,0.36999999919565213,63.639884284507545
460.0,0.0,0.0,0.0,0.0,777.4,947.6,170.2,6.6,35.0,0.5499685732243872,0.5095541401273885,48.9,0.36999999919565213,460.0,0.5095541401273885,0.0,0.36999999919565213,63.639884284507545
460.0,0.0,0.0,0.0,0.0,777.4,947.6,170.2,6.6,35.0,0.5499685732243872,0.7643312101910829,36.6,0.36999999919565213,460.0,0.7643312101910829,0.0,0.36999999919565213,63.639884284507545
460.0,0.0,0.0,0.0,0.0,777.4,947.6,170.2,6.6,35.0,0.5499685732243872,1.019108280254777,40.9,0.36999999919565213,460.0,1.019108280254777,0.0,0.36999999919565213,63.639884284507545
429.0,0.0,0.0,0.0,0.0,690.69,990.99,214.5,0.2145,0.0,0.0,0.0,42.84,0.49999999883449886,429.0,0.0,0.0,0.49999999883449886,0.0
429.0,0.0,0.0,0.0,0.0,690.69,990.99,214.5,0.2145,35.0,0.54,0.5,46.57,0.49999999883449886,429.0,0.5,0.0,0.49999999883449886,64.81469478760224
429.0,0.0,0.0,0.0,0.0,690.69,990.99,214.5,0.2145,35.0,0.54,1.0,46.84,0.49999999883449886,429.0,1.0,0.0,0.49999999883449886,64.81469478760224
429.0,0.0,0.0,0.0,0.0,690.69,990.99,214.5,0.2145,60.0,0.92,0.5,43.68,0.49999999883449886,429.0,0.5,0.0,0.49999999883449886,65.21732041595607
429.0,0.0,0.0,0.0,0.0,690.69,990.99,214.5,0.2145,60.0,0.92,1.0,46.48,0.49999999883449886,429.0,1.0,0.0,0.49999999883449886,65.21732041595607
429.0,0.0,0.0,0.0,0.0,733.59,990.99,193.05,0.4719,0.0,0.0,0.0,49.97,0.449999998951049,429.0,0.0,0.0,0.449999998951049,0.0
429.0,0.0,0.0,0.0,0.0,733.59,990.99,193.05,0.4719,35.0,0.54,0.5,53.27,0.449999998951049,429.0,0.5,0.0,0.449999998951049,64.81469478760224
429.0,0.0,0.0,0.0,0.0,733.59,990.99,193.05,0.4719,35.0,0.54,1.0,48.62,0.449999998951049,429.0,1.0,0.0,0.449999998951049,64.81469478760224
429.0,0.0,0.0,0.0,0.0,733.59,990.99,193.05,0.4719,60.0,0.92,0.5,52.21,0.449999998951049,429.0,0.5,0.0,0.449999998951049,65.21732041595607
429.0,0.0,0.0,0.0,0.0,733.59,990.99,193.05,0.4719,60.0,0.92,1.0,47.17,0.449999998951049,429.0,1.0,0.0,0.449999998951049,65.21732041595607
336.0,0.0,0.0,0.0,0.0,729.12,1189.44,194.88,0.0,0.0,0.0,0.0,35.0,0.5799999982738095,336.0,0.0,0.0,0.5799999982738095,0.0
336.0,0.0,0.0,0.0,0.0,749.28,1145.76,194.88,0.0,30.0,0.75,1.0,42.0,0.5799999982738095,336.0,1.0,0.0,0.5799999982738095,39.99994666673778
336.0,0.0,0.0,0.0,0.0,749.28,1145.76,194.88,0.0,40.0,0.75,1.0,44.0,0.5799999982738095,336.0,1.0,0.0,0.5799999982738095,53.33326222231703
336.0,0.0,0.0,0.0,0.0,749.28,1145.76,194.88,0.0,50.0,0.75,1.0,42.0,0.5799999982738095,336.0,1.0,0.0,0.5799999982738095,66.6665777778963
336.0,0.0,0.0,0.0,0.0,749.28,1145.76,194.88,0.0,60.0,0.75,1.0,40.0,0.5799999982738095,336.0,1.0,0.0,0.5799999982738095,79.99989333347555
521.0,0.0,0.0,0.0,0.0,630.41,1125.36,171.93,5.21,0.0,0.0,0.0,66.0,0.3299999993666027,521.0,0.0,0.0,0.3299999993666027,0.0
521.0,0.0,0.0,0.0,0.0,651.25,1078.47,171.93,5.21,30.0,0.75,1.0,82.0,0.3299999993666027,521.0,1.0,0.0,0.3299999993666027,39.99994666673778
521.0,0.0,0.0,0.0,0.0,651.25,1078.47,171.93,5.21,40.0,0.75,1.0,78.0,0.3299999993666027,521.0,1.0,0.0,0.3299999993666027,53.33326222231703
521.0,0.0,0.0,0.0,0.0,651.25,1078.47,171.93,5.21,50.0,0.75,1.0,79.0,0.3299999993666027,521.0,1.0,0.0,0.3299999993666027,66.6665777778963
521.0,0.0,0.0,0.0,0.0,651.25,1078.47,171.93,5.21,60.0,0.75,1.0,77.0,0.3299999993666027,521.0,1.0,0.0,0.3299999993666027,79.99989333347555
385.0,0.0,0.0,0.0,0.0,713.0,1065.0,212.0,0.67,0.0,0.0,0.0,34.9,0.5506493492190926,385.0,0.0,0.0,0.5506493492190926,0.0
385.0,0.0,0.0,0.0,0.0,713.0,1065.0,212.0,0.67,60.0,0.8999999999999999,0.2547770700636942,24.9,0.5506493492190926,385.0,0.2547770700636942,0.0,0.5506493492190926,66.6665925926749
385.0,0.0,0.0,0.0,0.0,713.0,1065.0,212.0,0.67,60.0,0.8999999999999999,0.3821656050955414,26.7,0.5506493492190926,385.0,0.3821656050955414,0.0,0.5506493492190926,66.6665925926749
385.0,0.0,0.0,0.0,0.0,713.0,1065.0,212.0,0.67,60.0,0.8999999999999999,0.5095541401273885,31.1,0.5506493492190926,385.0,0.5095541401273885,0.0,0.5506493492190926,66.6665925926749
400.0,0.0,0.0,0.0,0.0,610.0,1130.0,192.0,0.0,0.0,0.0,0.0,29.8,0.4799999988,400.0,0.0,0.0,0.4799999988,0.0
400.0,0.0,0.0,0.0,0.0,600.0,1120.0,192.0,0.0,30.0,0.5454545454545454,0.5095541401273885,30.5,0.4799999988,400.0,0.5095541401273885,0.0,0.4799999988,54.99989916685153
400.0,0.0,0.0,0.0,0.0,600.0,1110.0,192.0,0.0,30.0,0.5454545454545454,1.019108280254777,31.2,0.4799999988,400.0,1.019108280254777,0.0,0.4799999988,54.99989916685153
400.0,0.0,0.0,0.0,0.0,590.0,1110.0,192.0,0.0,30.0,0.5454545454545454,1.5286624203821657,32.3,0.4799999988,400.0,1.5286624203821657,0.0,0.4799999988,54.99989916685153
450.0,0.0,0.0,0.0,0.0,610.0,1140.0,216.0,5.4,0.0,0.0,0.0,56.0,0.47999999893333334,450.0,0.0,0.0,0.47999999893333334,0.0
450.0,0.0,0.0,0.0,0.0,610.0,1130.0,216.0,5.4,30.0,0.5454545454545454,0.5095541401273885,57.0,0.47999999893333334,450.0,0.5095541401273885,0.0,0.47999999893333334,54.99989916685153
450.0,0.0,0.0,0.0,0.0,600.0,1120.0,216.0,5.4,30.0,0.5454545454545454,1.019108280254777,57.8,0.47999999893333334,450.0,1.019108280254777,0.0,0.47999999893333334,54.99989916685153
450.0,0.0,0.0,0.0,0.0,600.0,1110.0,216.0,5.4,30.0,0.5454545454545454,1.5286624203821657,59.4,0.47999999893333334,450.0,1.5286624203821657,0.0,0.47999999893333334,54.99989916685153
450.0,50.0,0.0,0.0,0.0,630.0,1170.0,240.0,5.4,0.0,0.0,0.0,72.4,0.5333333321481482,500.0,0.0,0.11111111086419753,0.47999999904,0.0
450.0,50.0,0.0,0.0,0.0,625.0,1160.0,240.0,5.4,30.0,0.5454545454545454,0.5095541401273885,73.6,0.5333333321481482,500.0,0.5095541401273885,0.11111111086419753,0.47999999904,54.99989916685153
450.0,50.0,0.0,0.0,0.0,620.0,1150.0,240.0,5.4,30.0,0.5454545454545454,1.019108280254777,74.8,0.5333333321481482,500.0,1.019108280254777,0.11111111086419753,0.47999999904,54.99989916685153
450.0,50.0,0.0,0.0,0.0,615.0,1140.0,240.0,5.4,30.0,0.5454545454545454,1.5286624203821657,77.0,0.5333333321481482,500.0,1.5286624203821657,0.11111111086419753,0.47999999904,54.99989916685153
500.0,30.0,0.0,0.0,0.0,650.0,1300.0,175.0,7.5,0.0,0.0,0.0,66.7,0.34999999930000003,530.0,0.0,0.05999999988,0.3301886786222855,0.0
500.0,30.0,0.0,0.0,0.0,650.0,1222.0,175.0,7.5,22.0,0.55,0.9936305732484076,69.6,0.34999999930000003,530.0,0.9936305732484076,0.05999999988,0.3301886786222855,39.9999272728595
500.0,30.0,0.0,0.0,0.0,650.0,1174.0,175.0,7.5,22.0,0.55,1.605095541401274,58.2,0.34999999930000003,530.0,1.605095541401274,0.05999999988,0.3301886786222855,39.9999272728595
500.0,30.0,0.0,0.0,0.0,650.0,1065.0,175.0,7.5,22.0,0.55,2.993630573248408,58.5,0.34999999930000003,530.0,2.993630573248408,0.05999999988,0.3301886786222855,39.9999272728595
554.9,127.63,172.02,0.0,0.0,937.781,410.626,155.37,21.08,13.0,0.2,2.0,120.8,0.27999639524239256,854.55,2.0,0.230005405965029,0.18181499013303495,64.999675001625
406.9,93.59,126.14,0.0,0.0,687.661,1086.423,113.93,18.72,13.0,0.2,2.0,120.5,0.2799950840992994,626.63,2.0,0.23000737225360687,0.1818138292424336,64.999675001625
554.9,127.63,172.02,0.0,0.0,937.781,427.273,155.37,21.08,13.0,0.2,2.0,120.2,0.27999639524239256,854.55,2.0,0.230005405965029,0.18181499013303495,64.999675001625
477.4,109.8,148.0,0.0,0.0,806.8059999999999,849.7719999999999,133.67,21.96,13.0,0.2,2.0,121.0,0.27999581005447044,735.1999999999999,2.0,0.22999581015920442,0.18181447200514897,64.999675001625
406.9,93.59,126.14,0.0,0.0,687.661,1131.1819999999998,113.93,18.72,13.0,0.2,2.0,120.5,0.2799950840992994,626.63,2.0,0.23000737225360687,0.1818138292424336,64.999675001625
554.9,127.63,172.02,0.0,0.0,937.781,399.528,155.37,21.08,13.0,0.2,2.0,110.9,0.27999639524239256,854.55,2.0,0.230005405965029,0.18181499013303495,64.999675001625
477.4,109.8,148.0,0.0,0.0,806.8059999999999,797.2579999999999,133.67,21.96,13.0,0.2,2.0,120.1,0.27999581005447044,735.1999999999999,2.0,0.22999581015920442,0.18181447200514897,64.999675001625
406.9,93.59,126.14,0.0,0.0,687.661,793.4549999999999,113.93,18.72,13.0,0.2,2.0,110.9,0.2799950840992994,626.63,2.0,0.23000737225360687,0.1818138292424336,64.999675001625
554.9,127.63,172.02,0.0,0.0,937.781,482.763,155.37,21.08,13.0,0.2,2.0,105.0,0.27999639524239256,854.55,2.0,0.230005405965029,0.18181499013303495,64.999675001625
477.4,109.8,148.0,0.0,0.0,806.8059999999999,988.2179999999998,133.67,21.96,13.0,0.2,2.0,110.0,0.27999581005447044,735.1999999999999,2.0,0.22999581015920442,0.18181447200514897,64.999675001625
406.9,93.59,126.14,0.0,0.0,687.661,1289.8729999999998,113.93,18.72,13.0,0.2,2.0,105.0,0.2799950840992994,626.63,2.0,0.23000737225360687,0.1818138292424336,64.999675001625
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,0.0,0.0,0.0,39.6,0.5566666648111112,500.0,0.0,0.0,0.33399999933200003,0.0
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.6,0.7949044585987262,44.2,0.5566666648111112,500.0,0.7949044585987262,0.0,0.33399999933200003,49.999916666805554
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.6,1.5898089171974523,32.04,0.5566666648111112,500.0,1.5898089171974523,0.0,0.33399999933200003,49.999916666805554
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.6,1.9872611464968155,46.25,0.5566666648111112,500.0,1.9872611464968155,0.0,0.33399999933200003,49.999916666805554
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.6,2.3847133757961783,43.45,0.5566666648111112,500.0,2.3847133757961783,0.0,0.33399999933200003,49.999916666805554
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.6,2.58343949044586,42.54,0.5566666648111112,500.0,2.58343949044586,0.0,0.33399999933200003,49.999916666805554
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.6,3.3783439490445857,43.99,0.5566666648111112,500.0,3.3783439490445857,0.0,0.33399999933200003,49.999916666805554
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,0.7949044585987262,44.56,0.5566666648111112,500.0,0.7949044585987262,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,1.5898089171974523,38.86,0.5566666648111112,500.0,1.5898089171974523,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,1.9872611464968155,43.7,0.5566666648111112,500.0,1.9872611464968155,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,2.3847133757961783,41.2,0.5566666648111112,500.0,2.3847133757961783,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,2.58343949044586,38.17,0.5566666648111112,500.0,2.58343949044586,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,2.9808917197452227,39.29,0.5566666648111112,500.0,2.9808917197452227,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,1.0,3.3783439490445857,41.84,0.5566666648111112,500.0,3.3783439490445857,0.0,0.33399999933200003,49.999950000050006
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.5,1.9872611464968155,41.94,0.5566666648111112,500.0,1.9872611464968155,0.0,0.33399999933200003,59.99988000024
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.5,2.1561783439490445,43.49,0.5566666648111112,500.0,2.1561783439490445,0.0,0.33399999933200003,59.99988000024
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,30.0,0.5,2.4840764331210194,45.76,0.5566666648111112,500.0,2.4840764331210194,0.0,0.33399999933200003,59.99988000024
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,60.0,1.0,0.665732484076433,47.12,0.5566666648111112,500.0,0.665732484076433,0.0,0.33399999933200003,59.99994000006001
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,60.0,1.0,1.6593630573248406,45.26,0.5566666648111112,500.0,1.6593630573248406,0.0,0.33399999933200003,59.99994000006001
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,60.0,1.0,1.9872611464968155,41.69,0.5566666648111112,500.0,1.9872611464968155,0.0,0.33399999933200003,59.99994000006001
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,60.0,1.0,2.1561783439490445,45.95,0.5566666648111112,500.0,2.1561783439490445,0.0,0.33399999933200003,59.99994000006001
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,60.0,1.0,2.4840764331210194,41.97,0.5566666648111112,500.0,2.4840764331210194,0.0,0.33399999933200003,59.99994000006001
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,60.0,1.0,2.811974522292993,46.81,0.5566666648111112,500.0,2.811974522292993,0.0,0.33399999933200003,59.99994000006001
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,0.5663694267515924,42.77,0.5566666648111112,500.0,0.5663694267515924,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,1.1327388535031848,46.33,0.5566666648111112,500.0,1.1327388535031848,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,1.4208917197452229,43.33,0.5566666648111112,500.0,1.4208917197452229,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,1.699108280254777,44.81,0.5566666648111112,500.0,1.699108280254777,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,1.8481528662420383,40.61,0.5566666648111112,500.0,1.8481528662420383,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,2.126369426751592,40.31,0.5566666648111112,500.0,2.126369426751592,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,35.0,0.5,2.4145222929936305,49.69,0.5566666648111112,500.0,2.4145222929936305,0.0,0.33399999933200003,69.99986000028
300.0,0.0,0.0,200.0,0.0,894.0,845.0,167.0,4.75,50.0,0.5,0.3974522292993631,40.83,0.5566666648111112,500.0,0.3974522292993631,0.0,0.33399999933200003,99.9998000004
